349.74,343.86,25.458,0,NaN
317.36,311.48,25.505,0.047577,85.93
317.22,311.34,25.506,0.047806,86.558
317.08,311.2,25.506,0.048035,87.468
316.94,311.06,25.506,0.048266,89.595
316.8,310.92,25.506,0.048496,90.422
316.65,310.78,25.506,0.048728,88.958
316.51,310.63,25.507,0.048959,88.011
316.37,310.49,25.507,0.049192,87.543
316.23,310.35,25.507,0.049425,87.811
316.08,310.21,25.507,0.049658,89.2
315.94,310.06,25.508,0.049892,91.665
315.65,309.78,25.508,0.050361,92.425
315.51,309.63,25.508,0.050597,NaN
309.48,303.6,25.518,0.060701,85.933
309.32,303.45,25.519,0.060961,86.681
309.17,303.29,25.519,0.061223,87.818
309.02,303.14,25.519,0.061485,89.072
308.86,302.99,25.519,0.061747,89.19
308.71,302.83,25.52,0.062011,87.476
308.56,302.68,25.52,0.062275,86.75
308.4,302.53,25.52,0.06254,86.633
308.25,302.37,25.521,0.062805,87.223
308.09,302.22,25.521,0.063071,88.552
307.94,302.06,25.521,0.063338,89.818
307.79,301.91,25.521,0.063605,89.417
307.63,301.75,25.522,0.063874,87.762
307.47,301.6,25.522,0.064142,86.372
307.32,301.44,25.522,0.064412,86.175
307.16,301.28,25.522,0.064682,87.253
307.01,301.13,25.523,0.064953,89.279
306.85,300.97,25.523,0.065225,90.503
306.69,300.81,25.523,0.065497,89.358
306.54,300.66,25.524,0.06577,88.478
306.38,300.5,25.524,0.066044,87.805
306.22,300.34,25.524,0.066319,88.146
306.06,300.19,25.524,0.066594,89.55
305.91,300.03,25.525,0.06687,91.654
305.75,299.87,25.525,0.067147,90.906
305.59,299.71,25.525,0.067425,88.999
305.43,299.55,25.525,0.067703,87.654
305.27,299.39,25.526,0.067982,87.43
305.11,299.23,25.526,0.068261,94.459
304.63,298.76,25.527,0.069105,87.303
304.47,298.59,25.527,0.069387,88.612
304.31,298.43,25.527,0.069671,89.708
304.15,298.27,25.528,0.069955,89.563
303.99,298.11,25.528,0.07024,NaN
303.82,297.95,25.528,0.070537,85.477
303.66,297.78,25.529,0.070823,NaN
303.49,297.62,25.529,0.071122,86.088
303.33,297.45,25.529,0.07141,87.381
303.17,297.29,25.529,0.071699,87.273
303.01,297.13,25.53,0.071988,86.987
302.84,296.97,25.53,0.072278,85.911
302.68,296.8,25.53,0.072569,85.356
302.52,296.64,25.531,0.07286,85.76
302.36,296.48,25.531,0.073152,86.634
302.19,296.31,25.531,0.073445,87.666
302.03,296.15,25.531,0.073739,87.839
301.86,295.99,25.532,0.074034,88.037
301.7,295.82,25.532,0.074329,87.657
301.54,295.66,25.532,0.074625,87.751
301.37,295.49,25.533,0.074921,87.801
301.21,295.33,25.533,0.075219,89.31
301.04,295.16,25.533,0.075517,90.857
300.71,294.83,25.534,0.076116,89.794
300.54,294.67,25.534,0.076416,89.624
300.38,294.5,25.534,0.076718,90.892
300.21,294.33,25.535,0.07702,NaN
299.54,293.66,25.536,0.078248,NaN
248.67,242.8,25.648,0.19053,85.995
248.46,242.58,25.649,0.19111,87.76
248.24,242.37,25.649,0.19168,85.202
248.03,242.15,25.65,0.19226,85.455
247.81,241.94,25.651,0.19284,92.551
247.38,241.51,25.652,0.194,93.539
246.94,241.06,25.653,0.19519,90.399
246.51,240.63,25.654,0.19636,NaN
245.85,239.98,25.656,0.19815,93.052
245.42,239.54,25.657,0.19934,NaN
244.75,238.88,25.659,0.20116,NaN
244.31,238.43,25.66,0.20239,NaN
243.86,237.99,25.661,0.20363,NaN
243.42,237.54,25.663,0.20487,88.013
243.2,237.32,25.663,0.20548,NaN
242.97,237.1,25.664,0.20612,88.749
242.75,236.88,25.664,0.20673,88.246
242.53,236.66,25.665,0.20735,86.626
242.31,236.44,25.666,0.20796,89.937
242.09,236.22,25.666,0.20858,86.95
241.88,236,25.667,0.2092,87.129
241.66,235.78,25.668,0.20982,NaN
241.21,235.33,25.669,0.21109,88.529
240.99,235.11,25.669,0.21172,88.933
240.77,234.89,25.67,0.21235,87.89
240.55,234.67,25.671,0.21298,95.184
239.88,234.01,25.673,0.21488,89.432
239.66,233.79,25.673,0.21552,92.816
239.22,233.34,25.675,0.21679,NaN
