Distance,Height,Angle,PathLoss,
370.13,1.88,0,NaN,101.3631098457
369.94,1.88,0,99.624,101.3683991847
369.77,1.88,0,NaN,101.3730499621
369.41,1.88,0,99.418,101.3826481091
369.23,1.88,0,99.472,101.3873217293
369.05,1.88,0,99.354,101.3919131696
368.88,1.88,0,NaN,101.3961750394
368.69,1.88,0,99.382,101.4008537913
368.51,1.88,0,99.678,101.4052050771
368.34,1.88,0,99.395,101.4092430143
368.16,1.88,0,99.389,101.4134436257
367.98,1.88,0,NaN,101.4175682326
367.79,1.88,0,99.424,101.421840624
367.61,1.88,0,99.502,101.4258120978
367.43,1.88,0,99.517,101.4297105544
367.25,1.88,0,99.462,101.4335369451
367.07,1.88,0,99.432,101.4372922082
366.89,1.88,0,99.47,101.4409772696
366.71,1.88,0,99.43,101.4445930429
366.53,1.88,0,NaN,101.4481404293
366.16,1.88,0,NaN,101.4552212758
365.78,1.88,0,NaN,101.4622045608
365.4,1.88,0,99.602,101.4689029536
365.22,1.88,0,NaN,101.471978677
364.83,1.88,0,99.452,101.4784332468
364.65,1.88,0,NaN,101.4813173219
364.46,1.88,0,99.425,101.4842977431
364.27,1.88,0,NaN,101.4872134368
363.89,1.88,0,99.628,101.4928541583
363.71,1.88,0,99.407,101.4954389349
363.52,1.88,0,99.497,101.4981076212
363.34,1.88,0,99.495,101.500580045
363.15,1.88,0,99.425,101.5031317064
362.96,1.88,0,99.5,101.5056244741
362.78,1.88,0,99.464,101.5079324422
362.59,1.88,0,99.508,101.5103128053
362.4,1.88,0,99.502,101.5126365975
362.22,1.88,0,NaN,101.5147865959
362.02,1.88,0,99.535,101.5171175219
361.83,1.88,0,99.628,101.5192761531
361.64,1.88,0,99.53,101.5213812121
361.46,1.88,0,99.467,101.5233267166
361.27,1.88,0,NaN,101.5253295158
361.07,1.88,0,99.506,101.5273821329
360.88,1.88,0,99.475,101.5292800295
360.69,1.88,0,NaN,101.5311278664
360.3,1.88,0,99.382,101.534766796
360.11,1.88,0,99.46,101.5364659392
359.92,1.88,0,99.468,101.5381176896
359.73,1.88,0,99.48,101.5397226813
359.53,1.88,0,NaN,101.5413623185
359.34,1.88,0,99.506,101.5428732808
359.14,1.88,0,99.721,101.5444152952
358.95,1.88,0,99.495,101.5458347848
358.76,1.88,0,99.656,101.5472106145
358.57,1.88,0,99.549,101.5485433648
358.38,1.88,0,99.457,101.5498336078
358.18,1.88,0,99.499,101.5511464563
357.99,1.88,0,99.471,101.5523512054
357.8,1.88,0,NaN,101.5535151434
357.6,1.88,0,99.478,101.5546968444
357.4,1.88,0,NaN,101.5558345428
357.2,1.88,0,NaN,101.5569288489
357,1.88,0,99.464,101.5579803638
356.8,1.88,0,99.589,101.5589896796
356.61,1.88,0,99.524,101.5599099736
356.41,1.88,0,NaN,101.5608386695
356.21,1.88,0,99.556,101.5617268605
356.02,1.88,0,99.418,101.5625336317
355.82,1.88,0,99.351,101.5633444329
355.63,1.88,0,99.725,101.5640786678
355.43,1.88,0,99.505,101.564814135
355.24,1.88,0,NaN,101.5654777577
355.03,1.88,0,99.465,101.5661720212
354.84,1.88,0,99.42,101.5667651602
354.64,1.88,0,99.425,101.5673540806
354.44,1.88,0,99.406,101.5679071413
354.24,1.88,0,99.49,101.5684248285
354.05,1.88,0,NaN,101.5688843026
353.84,1.88,0,99.498,101.5693559896
353.64,1.88,0,99.466,101.5697703992
353.45,1.88,0,NaN,101.5701330498
353.24,1.88,0,99.54,101.5704991616
353.04,1.88,0,NaN,101.5708144076
352.83,1.88,0,99.64,101.5711107976
352.64,1.88,0,99.545,101.5713488108
352.44,1.88,0,NaN,101.5715688208
352.23,1.88,0,99.63,101.5717665786
352.03,1.88,0,99.595,101.5719236774
351.83,1.88,0,99.599,101.5720507065
351.63,1.88,0,NaN,101.5721480633
351.23,1.88,0,NaN,101.5722553182
351.02,1.88,0,99.645,101.5722657719
350.82,1.88,0,NaN,101.5722468933
350.41,1.88,0,NaN,101.5721218101
350.2,1.88,0,99.644,101.5720135709
350,1.88,0,99.608,101.5718831589
349.8,1.88,0,NaN,101.5717264366
349.59,1.88,0,99.607,101.5715339329
349.39,1.88,0,99.646,101.5713243294
349.19,1.88,0,99.621,101.5710894341
348.98,1.88,0,NaN,101.5708159275
348.77,1.88,0,99.67,101.5705152617
348.57,1.88,0,99.62,101.570203995
348.37,1.88,0,99.656,101.5698687311
348.17,1.88,0,NaN,101.5695097735
347.95,1.88,0,NaN,101.56908791
347.74,1.88,0,99.66,101.5686591741
347.54,1.88,0,99.587,101.5682275115
347.34,1.88,0,99.633,101.5677733645
347.13,1.88,0,99.632,101.5672726174
346.93,1.88,0,NaN,101.5667732475
346.71,1.88,0,99.612,101.5661989516
346.51,1.88,0,99.629,101.5656544363
346.31,1.88,0,NaN,101.565088832
346.09,1.88,0,NaN,101.5644426172
345.88,1.88,0,99.662,101.5638025732
345.67,1.88,0,NaN,101.5631401597
345.46,1.88,0,NaN,101.5624556608
345.24,1.88,0,99.706,101.5617151833
345.04,1.88,0,NaN,101.5610215203
344.62,1.88,0,99.618,101.5595023327
344.41,1.88,0,99.557,101.5587115083
344.2,1.88,0,NaN,101.5579002078
343.99,1.88,0,99.664,101.5570686842
343.78,1.88,0,99.655,101.5562171862
343.57,1.88,0,99.609,101.5553459584
343.37,1.88,0,NaN,101.5544980951
343.15,1.88,0,99.58,101.5535452721
342.94,1.88,0,NaN,101.5526162828
342.73,1.88,0,99.637,101.5516685024
342.52,1.88,0,99.584,101.550702156
342.31,1.88,0,99.644,101.5497174649
342.1,1.88,0,NaN,101.5487146465
341.88,1.88,0,99.617,101.5476448654
341.67,1.88,0,99.649,101.5466055932
341.46,1.88,0,NaN,101.5455488347
341.25,1.88,0,NaN,101.5444747933
340.83,1.88,0,NaN,101.5422756579
340.61,1.88,0,99.632,101.5410969831
340.4,1.88,0,NaN,101.5399549942
340.18,1.88,0,99.601,101.538741137
339.97,1.88,0,99.605,101.5375659529
339.76,1.88,0,99.567,101.5363748334
339.54,1.88,0,NaN,101.5351100955
339.32,1.88,0,NaN,101.5338282632
339.1,1.88,0,99.667,101.5325295333
338.89,1.88,0,99.65,101.5312742512
338.68,1.88,0,99.581,101.5300039139
338.47,1.88,0,NaN,101.5287186839
338.25,1.88,0,99.641,101.5273564529
338.03,1.88,0,99.585,101.5259782324
337.82,1.88,0,99.652,101.5246479052
337.61,1.88,0,99.676,101.5233033219
337.39,1.88,0,99.617,101.5218795823
337.18,1.88,0,99.664,101.5205062692
336.96,1.88,0,NaN,101.5190527498
336.74,1.88,0,99.621,101.5175842354
336.53,1.88,0,99.606,101.5161686298
336.31,1.88,0,NaN,101.5146712641
335.88,1.88,0,99.611,101.5117027722
335.67,1.88,0,99.565,101.5102332036
335.45,1.88,0,NaN,101.5086798773
335.23,1.88,0,99.546,101.5071125931
335.01,1.88,0,99.596,101.5055314918
334.79,1.88,0,NaN,101.5039367112
334.57,1.88,0,99.645,101.502328387
334.35,1.88,0,99.631,101.5007066522
334.14,1.88,0,NaN,101.4991462424
333.91,1.88,0,99.635,101.4974234705
333.69,1.88,0,NaN,101.4957622777
333.47,1.88,0,99.594,101.4940881825
333.25,1.88,0,99.615,101.4924013061
333.03,1.88,0,99.615,101.4907017675
332.81,1.88,0,99.643,101.4889896837
332.59,1.88,0,99.639,101.4872651691
332.37,1.88,0,99.598,101.4855283364
332.15,1.88,0,99.586,101.483779296
331.93,1.88,0,99.603,101.4820181563
331.71,1.88,0,99.548,101.4802450237
331.49,1.88,0,NaN,101.4784600024
331.04,1.88,0,NaN,101.4747722215
330.81,1.88,0,99.571,101.4728685884
330.59,1.88,0,99.615,101.4710359779
330.37,1.88,0,99.521,101.4691919803
330.15,1.88,0,99.54,101.4673366887
329.93,1.88,0,99.545,101.4654701941
329.71,1.88,0,99.56,101.4635925859
329.48,1.88,0,99.582,101.4616178444
329.26,1.88,0,NaN,101.4597177753
329.03,1.88,0,99.493,101.457719738
328.81,1.88,0,99.548,101.4557975606
328.58,1.88,0,NaN,101.4537765889
328.35,1.88,0,99.588,101.4517440302
328.13,1.88,0,NaN,101.4497890831
327.9,1.88,0,99.584,101.4477341091
327.67,1.88,0,99.569,101.4456678055
327.45,1.88,0,99.58,101.4436808167
327.22,1.88,0,99.586,101.4415925863
327,1.88,0,99.64,101.4395847724
326.77,1.88,0,NaN,101.4374749222
326.54,1.88,0,99.606,101.4353541365
326.31,1.88,0,99.577,101.4332224905
326.09,1.88,0,NaN,101.4311734306
325.85,1.88,0,99.57,101.4289269113
325.63,1.88,0,99.526,101.4268574191
325.4,1.88,0,99.571,101.4246835126
325.17,1.88,0,NaN,101.4224990963
324.94,1.88,0,NaN,101.4203042366
324.7,1.88,0,99.598,101.4180028839
324.47,1.88,0,99.6,101.4157868833
324.24,1.88,0,99.462,101.4135606322
324.02,1.88,0,NaN,101.411421639
323.78,1.88,0,99.593,101.4090776199
323.55,1.88,0,99.578,101.4068209759
323.32,1.88,0,NaN,101.4045543161
323.09,1.88,0,NaN,101.4022776959
322.6,1.88,0,NaN,101.397394538
322.36,1.88,0,NaN,101.3949865363
322.12,1.88,0,99.517,101.3925679266
321.89,1.88,0,99.526,101.39024019
321.66,1.88,0,99.589,101.3879028103
321.43,1.88,0,99.575,101.3855558344
321.2,1.88,0,NaN,101.3831993082
320.96,1.88,0,NaN,101.3807301903
320.72,1.88,0,99.522,101.3782507718
320.49,1.88,0,99.529,101.3758650412
320.26,1.88,0,99.569,101.3734699362
320.03,1.88,0,99.604,101.3710654974
319.8,1.88,0,99.564,101.368651764
319.57,1.88,0,NaN,101.3662287747
319.33,1.88,0,NaN,101.3636906101
318.84,1.88,0,NaN,101.3584775299
318.6,1.88,0,99.629,101.3559090852
318.37,1.88,0,99.572,101.3534383909
318.13,1.88,0,NaN,101.35085064
317.89,1.88,0,99.524,101.3482530846
317.66,1.88,0,99.609,101.345754593
317.43,1.88,0,NaN,101.3432471595
316.94,1.88,0,99.587,101.3378755514
316.7,1.88,0,NaN,101.3352298832
316.23,1.88,0,NaN,101.3300209758
315.98,1.88,0,NaN,101.3272353417
315.74,1.88,0,NaN,101.3245514113
315.27,1.88,0,99.611,101.3192678977
315.03,1.88,0,99.637,101.3165559495
314.79,1.88,0,99.61,101.3138345801
314.56,1.88,0,99.613,101.3112177823
314.32,1.88,0,99.574,101.3084780307
314.09,1.88,0,NaN,101.305843658
313.61,1.88,0,99.607,101.3003182476
313.37,1.88,0,99.566,101.2975415937
313.13,1.88,0,NaN,101.2947556665
312.89,1.88,0,NaN,101.2919604845
312.64,1.88,0,99.531,101.2890390144
312.4,1.88,0,NaN,101.2862249915
312.15,1.88,0,NaN,101.2832839317
311.66,1.88,0,99.567,101.2774905551
311.42,1.88,0,99.629,101.2746390497
311.18,1.88,0,99.566,101.2717784015
310.94,1.88,0,NaN,101.2689086236
310.46,1.88,0,99.539,101.263141728
310.21,1.88,0,NaN,101.2601237242
309.97,1.88,0,NaN,101.2572171684
309.72,1.88,0,99.622,101.2541798586
309.48,1.88,0,NaN,101.2512547896
309.23,1.88,0,99.592,101.2481982154
308.99,1.88,0,99.59,101.2452546709
308.75,1.88,0,NaN,101.2423020894
308.5,1.88,0,99.609,101.239216882
308.26,1.88,0,99.615,101.2362458725
308.01,1.88,0,NaN,101.2331414837
307.51,1.88,0,99.534,101.226903383
307.27,1.88,0,NaN,101.2238952179
307.02,1.88,0,99.614,101.2207521479
306.78,1.88,0,99.597,101.2177256223
306.54,1.88,0,NaN,101.2146901093
306.03,1.88,0,99.58,101.208209816
305.79,1.88,0,NaN,101.2051462344
305.54,1.88,0,99.561,101.2019454566
305.29,1.88,0,99.485,101.1987349385
305.05,1.88,0,NaN,101.1956436781
304.8,1.88,0,NaN,101.1924140709
304.54,1.88,0,99.646,101.189044948
304.3,1.88,0,99.569,101.1859256383
304.05,1.88,0,NaN,101.1826668116
303.8,1.88,0,99.537,101.1793982427
303.56,1.88,0,NaN,101.1762512495
303.3,1.88,0,99.54,101.1728318709
303.06,1.88,0,99.523,101.1696661625
302.81,1.88,0,99.507,101.1663589926
302.57,1.88,0,99.601,101.1631749317
302.32,1.88,0,99.556,101.1598486376
302.08,1.88,0,99.586,101.1566462097
301.83,1.88,0,99.458,101.1533007747
301.58,1.88,0,NaN,101.1499455667
301.33,1.88,0,99.616,101.1465805802
301.08,1.88,0,NaN,101.1432058094
300.82,1.88,0,99.131,101.1396856619
300.58,1.88,0,99.613,101.1364268898
300.33,1.88,0,NaN,101.1330227277
300.07,1.88,0,NaN,101.1294719913
299.81,1.88,0,99.584,101.1259106347
299.57,1.88,0,99.645,101.1226137946
299.32,1.88,0,NaN,101.1191699475
299.06,1.88,0,99.539,101.1155779041
298.81,1.88,0,99.512,101.1121139663
298.56,1.88,0,NaN,101.1086401661
298.31,1.88,0,99.495,101.105156494
298.06,1.88,0,NaN,101.1016629402
297.8,1.88,0,99.534,101.0980191508
297.55,1.88,0,99.597,101.0945054064
297.3,1.88,0,NaN,101.0909817485
297.04,1.88,0,99.598,101.0873066161
296.79,1.88,0,NaN,101.0837627
296.28,1.88,0,NaN,101.0765022516
296.02,1.88,0,99.635,101.0727848809
295.77,1.88,0,99.583,101.069200301
295.51,1.88,0,99.602,101.0654617315
295.26,1.88,0,99.651,101.0618567414
295.01,1.88,0,NaN,101.0582417263
294.75,1.88,0,99.571,101.0544714615
294.5,1.88,0,99.532,101.0508359532
294.25,1.88,0,99.537,101.0471903782
294,1.88,0,99.586,101.0435347221
293.74,1.88,0,99.607,101.0397221303
293.49,1.88,0,99.58,101.0360458638
293.24,1.88,0,99.545,101.0323594715
292.98,1.88,0,99.547,101.0285148659
292.73,1.88,0,NaN,101.0248077698
292.47,1.88,0,99.628,101.0209415987
292.22,1.88,0,99.622,101.0172137338
291.96,1.88,0,NaN,101.0133259285
291.7,1.88,0,99.637,101.0094270671
291.44,1.88,0,99.628,101.005517131
291.19,1.88,0,99.568,101.0017471155
290.93,1.88,0,99.534,100.9978154011
290.68,1.88,0,NaN,100.9940244096
290.41,1.88,0,NaN,100.9899185597
289.64,1.88,0,NaN,100.9781430458
289.37,1.88,0,99.592,100.9739906728
289.11,1.88,0,99.637,100.9699806241
288.86,1.88,0,99.626,100.9661141781
288.6,1.88,0,NaN,100.9620819989
288.08,1.88,0,99.602,100.9539836785
287.82,1.88,0,NaN,100.9499174943
287.01,1.88,0,99.637,100.937176726
286.75,1.88,0,NaN,100.9330635735
286.48,1.88,0,99.648,100.9287800823
286.23,1.88,0,99.598,100.9248028355
285.97,1.88,0,99.501,100.920655204
285.71,1.88,0,99.52,100.9164960335
285.45,1.88,0,NaN,100.9123253006
285.18,1.88,0,NaN,100.9079818917
284.91,1.88,0,99.573,100.903625962
284.65,1.88,0,99.552,100.8994195042
284.39,1.88,0,99.612,100.8952013871
284.13,1.88,0,NaN,100.8909715864
283.86,1.88,0,99.642,100.8865667087
283.6,1.88,0,99.663,100.8823130158
283.34,1.88,0,99.601,100.8780475647
283.08,1.88,0,99.566,100.8737703306
282.82,1.88,0,99.625,100.8694812884
282.56,1.88,0,99.586,100.8651804129
282.3,1.88,0,99.61,100.8608676788
282.04,1.88,0,99.601,100.8565430605
281.78,1.88,0,NaN,100.8522065325
281.51,1.88,0,99.732,100.8476905814
281.24,1.88,0,99.659,100.8431617299
280.98,1.88,0,NaN,100.8387883937
280.71,1.88,0,99.63,100.8342341338
280.45,1.88,0,99.642,100.8298362755
280.18,1.88,0,NaN,100.8252564932
279.91,1.88,0,99.562,100.8206636647
279.65,1.88,0,99.614,100.8162285824
279.39,1.88,0,99.621,100.8117813476
279.12,1.88,0,NaN,100.8071501734
278.85,1.88,0,99.601,100.802505834
278.58,1.88,0,NaN,100.7978482987
278.31,1.88,0,99.639,100.7931775365
278.05,1.88,0,99.611,100.7886672356
277.78,1.88,0,NaN,100.7839704193
277.51,1.88,0,NaN,100.7792602839
277.23,1.88,0,99.687,100.7743615971
276.97,1.88,0,99.622,100.7697999296
276.71,1.88,0,NaN,100.7652258232
276.43,1.88,0,99.652,100.760285919
276.16,1.88,0,NaN,100.7555087127
275.89,1.88,0,99.6,100.7507179961
275.62,1.88,0,99.572,100.745913737
275.36,1.88,0,NaN,100.7412745836
275.08,1.88,0,99.637,100.736264461
274.82,1.88,0,99.55,100.7315990698
274.55,1.88,0,NaN,100.726740821
274.27,1.88,0,99.553,100.7216881607
274.01,1.88,0,99.643,100.7169831747
273.74,1.88,0,99.618,100.7120837106
273.48,1.88,0,NaN,100.7073526608
273.2,1.88,0,99.532,100.7022433332
272.93,1.88,0,NaN,100.6973023525
272.65,1.88,0,99.645,100.6921636837
272.39,1.88,0,99.608,100.6873786382
272.12,1.88,0,NaN,100.6823958364
271.84,1.88,0,NaN,100.6772136893
271.56,1.88,0,99.591,100.6720164382
271.29,1.88,0,99.607,100.6669904628
271.02,1.88,0,99.641,100.6619503725
270.76,1.88,0,99.6,100.6570835795
270.49,1.88,0,NaN,100.6520156811
270.21,1.88,0,99.598,100.6467450645
269.94,1.88,0,99.554,100.641648166
269.67,1.88,0,NaN,100.6365369775
269.39,1.88,0,99.661,100.6312213544
269.12,1.88,0,99.577,100.6260809472
268.85,1.88,0,NaN,100.6209261423
268.57,1.88,0,NaN,100.6155651729
268.29,1.88,0,99.615,100.610188641
268.02,1.88,0,99.613,100.6049893517
267.75,1.88,0,NaN,100.5997755183
267.47,1.88,0,99.572,100.5943531789
267.2,1.88,0,NaN,100.589109606
266.92,1.88,0,NaN,100.5836563474
266.64,1.88,0,99.662,100.5781872877
266.36,1.88,0,99.564,100.5727023858
266.09,1.88,0,99.542,100.5673983314
265.82,1.88,0,NaN,100.562079471
265.54,1.88,0,99.569,100.5565479376
265.27,1.88,0,NaN,100.5511988022
264.99,1.88,0,NaN,100.5456357924
264.7,1.88,0,99.582,100.5398571449
264.43,1.88,0,99.606,100.5344614723
264.16,1.88,0,99.601,100.5290507641
263.89,1.88,0,99.628,100.5236249824
263.61,1.88,0,NaN,100.5179822842
263.33,1.88,0,99.523,100.5123232922
263.06,1.88,0,99.59,100.5068509361
262.78,1.88,0,NaN,100.5011598146
262.5,1.88,0,99.582,100.495452273
262.22,1.88,0,99.595,100.4897282683
261.95,1.88,0,99.524,100.4841930606
261.68,1.88,0,99.554,100.4786424662
261.4,1.88,0,99.588,100.4728700005
261.13,1.88,0,NaN,100.4672879426
260.84,1.88,0,99.577,100.4612751277
260.57,1.88,0,99.517,100.4556608679
260.29,1.88,0,99.586,100.4498222094
260.02,1.88,0,NaN,100.4441761587
259.73,1.88,0,99.608,100.4380944309
259.45,1.88,0,NaN,100.4322052226
259.17,1.88,0,99.584,100.4262990762
258.9,1.88,0,99.59,100.4205877805
258.62,1.88,0,NaN,100.4146482333
258.33,1.88,0,99.648,100.4084785634
258.06,1.88,0,NaN,100.402717884
257.77,1.88,0,99.543,100.396512714
257.49,1.88,0,NaN,100.3905040024
257.2,1.88,0,99.586,100.384262507
256.93,1.88,0,99.55,100.3784347803
256.65,1.88,0,NaN,100.3723741792
256.36,1.88,0,NaN,100.3660787977
256.07,1.88,0,99.582,100.3597647141
255.79,1.88,0,99.567,100.3536505642
255.52,1.88,0,99.509,100.3477381775
255.24,1.88,0,NaN,100.3415895548
254.95,1.88,0,99.583,100.335202765
254.67,1.88,0,NaN,100.3290182286
254.12,1.88,0,NaN,100.3168184227
253.82,1.88,0,NaN,100.3101350526
253.25,1.88,0,99.533,100.2973801386
252.98,1.88,0,NaN,100.2913124
252.68,1.88,0,99.552,100.284550843
252.4,1.88,0,NaN,100.2782213688
252.11,1.88,0,99.656,100.271646769
251.83,1.88,0,99.596,100.2652804154
251.55,1.88,0,99.648,100.2588958737
251.27,1.88,0,NaN,100.2524930962
250.98,1.88,0,99.589,100.2458423729
250.7,1.88,0,99.562,100.239402325
250.42,1.88,0,NaN,100.2329438962
250.12,1.88,0,99.604,100.2260036992
249.84,1.88,0,99.587,100.2195070426
249.56,1.88,0,NaN,100.2129918569
249.27,1.88,0,99.549,100.206224401
248.99,1.88,0,99.55,100.199671346
248.71,1.88,0,NaN,100.1930996147
248.41,1.88,0,99.589,100.1860376936
248.13,1.88,0,99.501,100.1794271204
247.85,1.88,0,NaN,100.1727977208
247.55,1.88,0,99.633,100.1656738452
247.27,1.88,0,99.643,100.1590052915
246.99,1.88,0,99.644,100.1523177602
246.71,1.88,0,NaN,100.1456112016
246.41,1.88,0,99.568,100.1384044325
246.13,1.88,0,99.629,100.1316583027
245.84,1.88,0,NaN,100.1246510195
245.55,1.88,0,99.688,100.1176231065
245.26,1.88,0,99.618,100.1105745081
244.98,1.88,0,NaN,100.1037492848
244.39,1.88,0,99.547,100.0893040424
244.1,1.88,0,99.588,100.0821721436
243.82,1.88,0,NaN,100.0752662794
243.24,1.88,0,NaN,100.0608988824
242.94,1.88,0,99.638,100.0534343291
242.65,1.88,0,99.6,100.0461970376
242.37,1.88,0,99.644,100.0391891461
242.08,1.88,0,NaN,100.0319100356
241.78,1.88,0,99.632,100.024357442
241.5,1.88,0,NaN,100.0172876741
241.2,1.88,0,99.689,100.009690705
240.91,1.88,0,99.615,100.0023250622
240.63,1.88,0,99.587,99.9951929187
240.34,1.88,0,NaN,99.9877847793
240.04,1.88,0,99.577,99.9800983436
239.75,1.88,0,NaN,99.9726459807
239.46,1.88,0,99.622,99.9651717925
239.17,1.88,0,99.626,99.9576757207
238.88,1.88,0,NaN,99.9501577068
238.58,1.88,0,99.603,99.9423572985
238.3,1.88,0,NaN,99.9350556178
237.7,1.88,0,NaN,99.9193396589
237.39,1.88,0,99.609,99.9111824785
237.11,1.88,0,99.552,99.9037927985
236.82,1.88,0,99.642,99.8961172247
236.53,1.88,0,NaN,99.88841923
236.23,1.88,0,NaN,99.8804321298
235.63,1.88,0,99.673,99.864385491
235.34,1.88,0,99.643,99.8565948668
235.05,1.88,0,99.612,99.8487815157
234.76,1.88,0,99.602,99.8409453774
234.47,1.88,0,NaN,99.8330863915
234.17,1.88,0,99.63,99.8249322985
233.88,1.88,0,99.555,99.8170266421
233.59,1.88,0,99.51,99.8090979538
233.29,1.88,0,99.579,99.8008715605
233,1.88,0,NaN,99.7928958256
232.7,1.88,0,99.613,99.7846206324
232.41,1.88,0,99.565,99.7765975974
232.12,1.88,0,99.583,99.7685512199
231.83,1.88,0,NaN,99.7604814383
231.52,1.88,0,99.626,99.7518291693
231.23,1.88,0,99.578,99.7437107691
230.94,1.88,0,NaN,99.7355687747
230.63,1.88,0,99.533,99.7268391022
230.34,1.88,0,99.502,99.7186480949
230.05,1.88,0,NaN,99.7104333023
229.74,1.88,0,99.653,99.7016255989
229.45,1.88,0,99.616,99.6933613965
229.16,1.88,0,NaN,99.6850732162
228.86,1.88,0,NaN,99.6764739373
228.55,1.88,0,99.579,99.6675609136
228.26,1.88,0,99.591,99.6591979181
227.96,1.88,0,99.68,99.6505210376
227.67,1.88,0,NaN,99.6421086655
227.36,1.88,0,99.615,99.6330891833
227.07,1.88,0,99.658,99.6246263277
226.78,1.88,0,99.619,99.6161389738
226.48,1.88,0,NaN,99.6073331043
226.18,1.88,0,99.598,99.5985008783
225.88,1.88,0,99.628,99.5896422245
225.59,1.88,0,NaN,99.5810536712
225.28,1.88,0,NaN,99.5718453485
224.97,1.88,0,99.662,99.562608578
224.68,1.88,0,NaN,99.5539419041
224.37,1.88,0,99.613,99.5446498482
224.08,1.88,0,99.603,99.5359313165
223.78,1.88,0,99.684,99.5268856638
223.49,1.88,0,99.643,99.5181158665
223.19,1.88,0,99.647,99.5090170403
222.89,1.88,0,99.655,99.4998910692
222.6,1.88,0,99.57,99.4910434258
222.3,1.88,0,99.617,99.481863857
222.01,1.88,0,99.526,99.4729642662
221.71,1.88,0,NaN,99.4637308171
221.4,1.88,0,99.614,99.4541606896
221.1,1.88,0,99.676,99.4448712356
220.81,1.88,0,99.562,99.4358651432
220.51,1.88,0,NaN,99.4265212308
220.2,1.88,0,NaN,99.416836648
219.89,1.88,0,99.595,99.4071222989
219.59,1.88,0,99.479,99.3976928973
219.29,1.88,0,99.657,99.3882354678
219,1.88,0,99.619,99.3790665737
218.7,1.88,0,NaN,99.369553805
218.09,1.88,0,99.593,99.3501239776
217.79,1.88,0,NaN,99.3405252876
217.48,1.88,0,99.582,99.3305767234
217.18,1.88,0,NaN,99.3209200504
216.87,1.88,0,99.565,99.3109114093
216.57,1.88,0,99.628,99.3011964411
216.27,1.88,0,99.64,99.2914526881
215.98,1.88,0,99.569,99.282006294
215.68,1.88,0,NaN,99.2722057092
215.36,1.88,0,99.611,99.2617197742
215.06,1.88,0,99.54,99.25185915
214.76,1.88,0,NaN,99.2419693572
214.45,1.88,0,99.637,99.2317191799
214.15,1.88,0,99.559,99.2217698409
213.85,1.88,0,NaN,99.2117911001
213.54,1.88,0,99.624,99.2014487646
213.24,1.88,0,99.574,99.1914100023
212.94,1.88,0,NaN,99.1813416038
212.62,1.88,0,99.552,99.1705692258
212.32,1.88,0,99.577,99.1604393334
212.02,1.88,0,NaN,99.1502795664
211.71,1.88,0,99.539,99.139749673
211.41,1.88,0,99.541,99.1295289206
211.1,1.88,0,99.629,99.1189358418
210.8,1.88,0,99.626,99.1086537802
210.5,1.88,0,99.604,99.0983414476
210.2,1.88,0,NaN,99.0879987651
209.89,1.88,0,99.606,99.0772793585
209.58,1.88,0,99.552,99.0665273736
209.28,1.88,0,NaN,99.0560911258
208.97,1.88,0,99.627,99.0452747802
208.66,1.88,0,99.593,99.0344255966
208.36,1.88,0,NaN,99.0238950379
208.04,1.88,0,99.643,99.0126283642
207.74,1.88,0,99.642,99.0020338255
207.44,1.88,0,NaN,98.9914082062
207.12,1.88,0,99.595,98.9800398641
206.82,1.88,0,99.643,98.9693497572
206.51,1.88,0,99.642,98.9582704019
206.21,1.88,0,NaN,98.9475165124
205.89,1.88,0,99.649,98.9360109851
205.59,1.88,0,99.588,98.9251919253
205.28,1.88,0,99.497,98.9139789707
204.98,1.88,0,NaN,98.9030954543
204.34,1.88,0,99.639,98.8797708228
204.04,1.88,0,99.59,98.8687873214
203.73,1.88,0,NaN,98.8574040017
203.42,1.88,0,NaN,98.8459863387
203.1,1.88,0,99.582,98.8341642451
202.79,1.88,0,99.527,98.8226765088
202.48,1.88,0,NaN,98.8111541544
202.17,1.88,0,99.617,98.7995970909
201.86,1.88,0,NaN,98.7880052274
201.54,1.88,0,NaN,98.7760028341
200.9,1.88,0,99.644,98.751886109
200.59,1.88,0,NaN,98.7401507233
199.96,1.88,0,99.557,98.7161926311
199.65,1.88,0,99.608,98.7043500241
199.34,1.88,0,99.679,98.6924718709
199.03,1.88,0,NaN,98.6805580792
198.39,1.88,0,99.543,98.6558487289
198.08,1.88,0,99.653,98.6438251448
197.77,1.88,0,99.643,98.6317655447
197.46,1.88,0,NaN,98.6196698354
197.14,1.88,0,99.621,98.6071459678
196.83,1.88,0,99.613,98.5949765876
196.52,1.88,0,NaN,98.5827708147
196.2,1.88,0,NaN,98.570133035
195.56,1.88,0,99.682,98.5447404268
195.25,1.88,0,99.58,98.53238458
194.94,1.88,0,99.647,98.5199918609
194.63,1.88,0,99.66,98.5075621748
194.32,1.88,0,NaN,98.4950954271
194,1.88,0,99.565,98.4821875515
193.69,1.88,0,99.593,98.4696451926
193.38,1.88,0,NaN,98.4570654841
193.05,1.88,0,99.625,98.4436330326
192.74,1.88,0,99.587,98.4309759136
192.43,1.88,0,NaN,98.4182811525
192.1,1.88,0,NaN,98.4047259039
191.78,1.88,0,NaN,98.3915404711
191.15,1.88,0,99.685,98.365463411
190.83,1.88,0,NaN,98.3521576542
190.51,1.88,0,99.61,98.338811157
190.2,1.88,0,99.64,98.325842787
189.88,1.88,0,99.639,98.3124157716
