428.23,NaN
428.16,NaN
428.12,76.59
428.08,76.613
428.05,NaN
428.01,NaN
427.97,76.576
427.93,76.57
427.9,76.596
427.86,76.558
427.82,NaN
427.78,76.632
427.74,76.599
427.71,76.602
427.67,NaN
427.63,76.614
427.59,76.632
427.55,NaN
427.51,76.588
427.47,NaN
427.43,76.599
427.39,76.568
427.35,NaN
427.31,NaN
427.26,76.624
427.22,NaN
427.18,76.614
427.14,76.593
427.1,NaN
427.06,76.66
427.01,NaN
426.97,76.602
426.93,NaN
426.88,76.599
426.84,NaN
426.8,76.567
426.76,76.586
426.71,76.528
426.67,76.577
426.62,76.551
426.58,NaN
426.53,NaN
426.44,76.629
426.4,NaN
426.35,NaN
426.26,NaN
426.21,76.632
426.17,76.593
426.12,NaN
426.07,76.613
426.02,NaN
425.98,76.528
425.93,76.579
425.88,76.596
425.83,NaN
425.78,76.616
425.73,76.56
425.69,76.629
425.64,76.559
425.59,76.616
425.54,NaN
425.49,76.509
425.44,76.497
425.39,NaN
425.33,76.685
425.28,76.697
425.23,76.649
425.18,NaN
425.13,NaN
425.07,76.597
425.02,76.613
424.97,76.667
424.92,NaN
424.86,76.614
424.81,76.663
424.76,76.571
424.7,NaN
424.65,NaN
424.59,76.65
424.54,NaN
424.48,NaN
424.37,76.618
424.31,76.598
424.25,76.593
424.2,76.604
424.14,NaN
424.03,76.612
423.97,NaN
423.85,NaN
423.79,NaN
423.73,76.588
423.67,NaN
423.61,76.603
423.55,76.583
423.49,76.613
423.44,76.514
423.38,NaN
423.31,76.607
423.25,NaN
423.19,76.53
423.13,NaN
423.07,76.498
423.01,76.537
422.94,76.503
422.88,76.533
422.82,NaN
422.76,76.569
422.69,76.549
422.63,NaN
422.56,76.575
422.5,NaN
422.43,76.6
422.37,76.585
422.31,76.516
422.24,NaN
422.18,76.575
422.11,76.529
422.05,NaN
421.98,76.626
421.91,76.509
421.85,76.575
421.78,76.535
421.71,76.503
421.65,NaN
421.58,76.595
421.51,76.563
421.44,76.587
421.38,NaN
421.3,76.601
421.24,76.67
421.17,76.542
421.1,76.537
421.03,NaN
420.96,76.564
420.89,76.585
420.82,76.64
420.75,76.612
420.68,76.468
420.61,76.434
420.54,NaN
420.46,76.587
420.39,NaN
420.24,76.436
420.17,76.42
420.1,NaN
420.02,76.505
419.95,NaN
419.8,76.417
419.73,76.501
419.66,76.425
419.58,NaN
419.43,NaN
419.27,NaN
419.19,76.448
419.12,76.479
419.04,76.447
418.97,76.473
418.89,NaN
418.81,NaN
418.73,76.439
418.65,NaN
418.57,76.477
418.49,76.445
418.42,NaN
418.33,NaN
418.09,76.42
418.01,NaN
417.84,NaN
417.76,NaN
417.59,NaN
417.5,76.571
417.42,NaN
417.33,76.625
417.25,76.592
417.17,76.474
417.09,76.396
417,76.536
416.92,76.409
416.83,76.404
416.75,76.618
416.66,76.346
416.58,NaN
416.49,76.563
416.41,76.539
416.32,76.688
416.23,76.489
416.15,76.374
416.06,NaN
415.97,NaN
415.88,76.427
415.79,76.53
415.7,76.528
415.61,NaN
415.52,76.482
415.43,76.473
415.34,NaN
415.25,76.542
415.16,NaN
415.06,76.452
414.97,NaN
414.79,76.45
414.7,NaN
414.51,76.447
414.41,76.616
414.32,NaN
414.22,76.412
414.13,NaN
414.03,76.505
413.94,NaN
413.78,NaN
406.99,76.418
406.87,76.47
406.76,76.411
406.65,NaN
406.53,NaN
406.29,76.578
406.17,76.507
406.06,76.44
405.94,76.44
405.83,76.427
405.71,NaN
405.59,76.417
405.48,76.336
405.36,NaN
405.24,76.41
405.12,76.337
405,76.443
404.89,76.483
404.77,NaN
404.65,76.693
404.53,76.386
404.41,76.391
404.29,76.427
404.17,76.363
404.05,NaN
403.93,76.408
403.81,76.397
403.69,NaN
403.44,NaN
403.19,76.412
403.07,76.445
402.95,76.473
402.83,NaN
402.45,NaN
402.32,76.467
402.2,76.364
402.07,NaN
401.94,NaN
401.69,76.647
401.56,NaN
401.43,76.47
401.31,76.475
401.18,76.31
401.06,NaN
400.93,76.493
400.8,76.492
400.67,NaN
400.48,NaN
399.58,NaN
390.64,76.427
390.5,76.487
390.35,76.467
390.2,76.538
390.05,76.379
389.91,NaN
389.6,76.486
389.45,76.435
389.3,76.444
389.15,76.418
389,76.47
388.85,76.416
388.7,76.445
388.55,76.661
388.4,76.443
388.25,76.332
388.1,76.423
387.95,76.461
387.8,NaN
387.64,NaN
387.33,NaN
387.17,76.449
387.02,76.726
386.87,76.413
386.71,76.444
386.56,NaN
386.4,76.369
386.25,76.525
386.09,NaN
385.78,76.631
385.62,NaN
385.46,76.402
385.31,76.547
385.15,76.379
385,NaN
384.84,76.609
384.68,76.48
384.52,76.404
384.37,NaN
384.2,76.554
384.05,76.449
383.89,NaN
383.73,76.622
383.57,76.526
383.41,NaN
383.09,76.478
382.93,76.701
382.77,76.469
382.62,NaN
382.45,76.44
382.29,NaN
381.97,76.466
381.81,76.632
381.65,NaN
381.32,76.416
381.16,76.417
381,NaN
380.67,76.427
380.51,NaN
380.18,76.373
380.01,76.408
379.85,76.332
379.69,76.37
379.53,76.363
379.36,NaN
378.86,76.711
378.69,NaN
378.2,NaN
378.02,76.342
377.86,76.367
377.7,NaN
377.52,76.379
377.36,NaN
377.02,76.383
376.86,76.448
376.69,NaN
376.52,NaN
376.34,76.482
376.18,76.533
376.01,76.535
375.84,76.628
375.68,NaN
375.5,76.509
375.33,76.554
375.17,76.654
375,76.493
374.83,76.312
374.66,NaN
374.48,76.389
374.31,76.527
374.14,76.547
373.97,76.401
373.8,76.385
373.63,76.399
373.46,NaN
373.29,76.643
373.11,NaN
372.94,76.438
372.76,76.407
372.59,76.408
372.42,NaN
372.07,NaN
371.89,76.441
371.72,76.406
371.54,76.408
371.37,76.444
371.2,NaN
370.84,76.389
370.67,NaN
370.3,76.304
370.13,NaN
369.94,76.624
369.77,NaN
369.41,76.418
369.23,76.472
369.05,76.354
368.88,NaN
368.69,76.382
368.51,76.678
368.34,76.395
368.16,76.389
367.98,NaN
367.79,76.424
367.61,76.502
367.43,76.517
367.25,76.462
367.07,76.432
366.89,76.47
366.71,76.43
366.53,NaN
366.16,NaN
365.78,NaN
365.4,76.602
365.22,NaN
364.83,76.452
364.65,NaN
364.46,76.425
364.27,NaN
363.89,76.628
363.71,76.407
363.52,76.497
363.34,76.495
363.15,76.425
362.96,76.5
362.78,76.464
362.59,76.508
362.4,76.502
362.22,NaN
362.02,76.535
361.83,76.628
361.64,76.53
361.46,76.467
361.27,NaN
361.07,76.506
360.88,76.475
360.69,NaN
360.3,76.382
360.11,76.46
359.92,76.468
359.73,76.48
359.53,NaN
359.34,76.506
359.14,76.721
358.95,76.495
358.76,76.656
358.57,76.549
358.38,76.457
358.18,76.499
357.99,76.471
357.8,NaN
357.6,76.478
357.4,NaN
357.2,NaN
357,76.464
356.8,76.589
356.61,76.524
356.41,NaN
356.21,76.556
356.02,76.418
355.82,76.351
355.63,76.725
355.43,76.505
355.24,NaN
355.03,76.465
354.84,76.42
354.64,76.425
354.44,76.406
354.24,76.49
354.05,NaN
353.84,76.498
353.64,76.466
353.45,NaN
353.24,76.54
353.04,NaN
352.83,76.64
352.64,76.545
352.44,NaN
352.23,76.63
352.03,76.595
351.83,76.599
351.63,NaN
351.23,NaN
351.02,76.645
350.82,NaN
350.41,NaN
350.2,76.644
350,76.608
349.8,NaN
349.59,76.607
349.39,76.646
349.19,76.621
348.98,NaN
348.77,76.67
348.57,76.62
348.37,76.656
348.17,NaN
347.95,NaN
347.74,76.66
347.54,76.587
347.34,76.633
347.13,76.632
346.93,NaN
346.71,76.612
346.51,76.629
346.31,NaN
346.09,NaN
345.88,76.662
345.67,NaN
345.46,NaN
345.24,76.706
345.04,NaN
344.62,76.618
344.41,76.557
344.2,NaN
343.99,76.664
343.78,76.655
343.57,76.609
343.37,NaN
343.15,76.58
342.94,NaN
342.73,76.637
342.52,76.584
342.31,76.644
342.1,NaN
341.88,76.617
341.67,76.649
341.46,NaN
341.25,NaN
340.83,NaN
340.61,76.632
340.4,NaN
340.18,76.601
339.97,76.605
339.76,76.567
339.54,NaN
339.32,NaN
339.1,76.667
338.89,76.65
338.68,76.581
338.47,NaN
338.25,76.641
338.03,76.585
337.82,76.652
337.61,76.676
337.39,76.617
337.18,76.664
336.96,NaN
336.74,76.621
336.53,76.606
336.31,NaN
335.88,76.611
335.67,76.565
335.45,NaN
335.23,76.546
335.01,76.596
334.79,NaN
334.57,76.645
334.35,76.631
334.14,NaN
333.91,76.635
333.69,NaN
333.47,76.594
333.25,76.615
333.03,76.615
332.81,76.643
332.59,76.639
332.37,76.598
332.15,76.586
331.93,76.603
331.71,76.548
331.49,NaN
331.04,NaN
330.81,76.571
330.59,76.615
330.37,76.521
330.15,76.54
329.93,76.545
329.71,76.56
329.48,76.582
329.26,NaN
329.03,76.493
328.81,76.548
328.58,NaN
328.35,76.588
328.13,NaN
327.9,76.584
327.67,76.569
327.45,76.58
327.22,76.586
327,76.64
326.77,NaN
326.54,76.606
326.31,76.577
326.09,NaN
325.85,76.57
325.63,76.526
325.4,76.571
325.17,NaN
324.94,NaN
324.7,76.598
324.47,76.6
324.24,76.462
324.02,NaN
323.78,76.593
323.55,76.578
323.32,NaN
323.09,NaN
322.6,NaN
322.36,NaN
322.12,76.517
321.89,76.526
321.66,76.589
321.43,76.575
321.2,NaN
320.96,NaN
320.72,76.522
320.49,76.529
320.26,76.569
320.03,76.604
319.8,76.564
319.57,NaN
319.33,NaN
318.84,NaN
318.6,76.629
318.37,76.572
318.13,NaN
317.89,76.524
317.66,76.609
317.43,NaN
316.94,76.587
316.7,NaN
316.23,NaN
315.98,NaN
315.74,NaN
315.27,76.611
315.03,76.637
314.79,76.61
314.56,76.613
314.32,76.574
314.09,NaN
313.61,76.607
313.37,76.566
313.13,NaN
312.89,NaN
312.64,76.531
312.4,NaN
312.15,NaN
311.66,76.567
311.42,76.629
311.18,76.566
310.94,NaN
310.46,76.539
310.21,NaN
309.97,NaN
309.72,76.622
309.48,NaN
309.23,76.592
308.99,76.59
308.75,NaN
308.5,76.609
308.26,76.615
308.01,NaN
307.51,76.534
307.27,NaN
307.02,76.614
306.78,76.597
306.54,NaN
306.03,76.58
305.79,NaN
305.54,76.561
305.29,76.485
305.05,NaN
304.8,NaN
304.54,76.646
304.3,76.569
304.05,NaN
303.8,76.537
303.56,NaN
303.3,76.54
303.06,76.523
302.81,76.507
302.57,76.601
302.32,76.556
302.08,76.586
301.83,76.458
301.58,NaN
301.33,76.616
301.08,NaN
300.82,76.131
300.58,76.613
300.33,NaN
300.07,NaN
299.81,76.584
299.57,76.645
299.32,NaN
299.06,76.539
298.81,76.512
298.56,NaN
298.31,76.495
298.06,NaN
297.8,76.534
297.55,76.597
297.3,NaN
297.04,76.598
296.79,NaN
296.28,NaN
296.02,76.635
295.77,76.583
295.51,76.602
295.26,76.651
295.01,NaN
294.75,76.571
294.5,76.532
294.25,76.537
294,76.586
293.74,76.607
293.49,76.58
293.24,76.545
292.98,76.547
292.73,NaN
292.47,76.628
292.22,76.622
291.96,NaN
291.7,76.637
291.44,76.628
291.19,76.568
290.93,76.534
290.68,NaN
290.41,NaN
289.64,NaN
289.37,76.592
289.11,76.637
288.86,76.626
288.6,NaN
288.08,76.602
287.82,NaN
287.01,76.637
286.75,NaN
286.48,76.648
286.23,76.598
285.97,76.501
285.71,76.52
285.45,NaN
285.18,NaN
284.91,76.573
284.65,76.552
284.39,76.612
284.13,NaN
283.86,76.642
283.6,76.663
283.34,76.601
283.08,76.566
282.82,76.625
282.56,76.586
282.3,76.61
282.04,76.601
281.78,NaN
281.51,76.732
281.24,76.659
280.98,NaN
280.71,76.63
280.45,76.642
280.18,NaN
279.91,76.562
279.65,76.614
279.39,76.621
279.12,NaN
278.85,76.601
278.58,NaN
278.31,76.639
278.05,76.611
277.78,NaN
277.51,NaN
277.23,76.687
276.97,76.622
276.71,NaN
276.43,76.652
276.16,NaN
275.89,76.6
275.62,76.572
275.36,NaN
275.08,76.637
274.82,76.55
274.55,NaN
274.27,76.553
274.01,76.643
273.74,76.618
273.48,NaN
273.2,76.532
272.93,NaN
272.65,76.645
272.39,76.608
272.12,NaN
271.84,NaN
271.56,76.591
271.29,76.607
271.02,76.641
270.76,76.6
270.49,NaN
270.21,76.598
269.94,76.554
269.67,NaN
269.39,76.661
269.12,76.577
268.85,NaN
268.57,NaN
268.29,76.615
268.02,76.613
267.75,NaN
267.47,76.572
267.2,NaN
266.92,NaN
266.64,76.662
266.36,76.564
266.09,76.542
265.82,NaN
265.54,76.569
265.27,NaN
264.99,NaN
264.7,76.582
264.43,76.606
264.16,76.601
263.89,76.628
263.61,NaN
263.33,76.523
263.06,76.59
262.78,NaN
262.5,76.582
262.22,76.595
261.95,76.524
261.68,76.554
261.4,76.588
261.13,NaN
260.84,76.577
260.57,76.517
260.29,76.586
260.02,NaN
259.73,76.608
259.45,NaN
259.17,76.584
258.9,76.59
258.62,NaN
258.33,76.648
258.06,NaN
257.77,76.543
257.49,NaN
257.2,76.586
256.93,76.55
256.65,NaN
256.36,NaN
256.07,76.582
255.79,76.567
255.52,76.509
255.24,NaN
254.95,76.583
254.67,NaN
254.12,NaN
253.82,NaN
253.25,76.533
252.98,NaN
252.68,76.552
252.4,NaN
252.11,76.656
251.83,76.596
251.55,76.648
251.27,NaN
250.98,76.589
250.7,76.562
250.42,NaN
250.12,76.604
249.84,76.587
249.56,NaN
249.27,76.549
248.99,76.55
248.71,NaN
248.41,76.589
248.13,76.501
247.85,NaN
247.55,76.633
247.27,76.643
246.99,76.644
246.71,NaN
246.41,76.568
246.13,76.629
245.84,NaN
245.55,76.688
245.26,76.618
244.98,NaN
244.39,76.547
244.1,76.588
243.82,NaN
243.24,NaN
242.94,76.638
242.65,76.6
242.37,76.644
242.08,NaN
241.78,76.632
241.5,NaN
241.2,76.689
240.91,76.615
240.63,76.587
240.34,NaN
240.04,76.577
239.75,NaN
239.46,76.622
239.17,76.626
238.88,NaN
238.58,76.603
238.3,NaN
237.7,NaN
237.39,76.609
237.11,76.552
236.82,76.642
236.53,NaN
236.23,NaN
235.63,76.673
235.34,76.643
235.05,76.612
234.76,76.602
234.47,NaN
234.17,76.63
233.88,76.555
233.59,76.51
233.29,76.579
233,NaN
232.7,76.613
232.41,76.565
232.12,76.583
231.83,NaN
231.52,76.626
231.23,76.578
230.94,NaN
230.63,76.533
230.34,76.502
230.05,NaN
229.74,76.653
229.45,76.616
229.16,NaN
228.86,NaN
228.55,76.579
228.26,76.591
227.96,76.68
227.67,NaN
227.36,76.615
227.07,76.658
226.78,76.619
226.48,NaN
226.18,76.598
225.88,76.628
225.59,NaN
225.28,NaN
224.97,76.662
224.68,NaN
224.37,76.613
224.08,76.603
223.78,76.684
223.49,76.643
223.19,76.647
222.89,76.655
222.6,76.57
222.3,76.617
222.01,76.526
221.71,NaN
221.4,76.614
221.1,76.676
220.81,76.562
220.51,NaN
220.2,NaN
219.89,76.595
219.59,76.479
219.29,76.657
219,76.619
218.7,NaN
218.09,76.593
217.79,NaN
217.48,76.582
217.18,NaN
216.87,76.565
216.57,76.628
216.27,76.64
215.98,76.569
215.68,NaN
215.36,76.611
215.06,76.54
214.76,NaN
214.45,76.637
214.15,76.559
213.85,NaN
213.54,76.624
213.24,76.574
212.94,NaN
212.62,76.552
212.32,76.577
212.02,NaN
211.71,76.539
211.41,76.541
211.1,76.629
210.8,76.626
210.5,76.604
210.2,NaN
209.89,76.606
209.58,76.552
209.28,NaN
208.97,76.627
208.66,76.593
208.36,NaN
208.04,76.643
207.74,76.642
207.44,NaN
207.12,76.595
206.82,76.643
206.51,76.642
206.21,NaN
205.89,76.649
205.59,76.588
205.28,76.497
204.98,NaN
204.34,76.639
204.04,76.59
203.73,NaN
203.42,NaN
203.1,76.582
202.79,76.527
202.48,NaN
202.17,76.617
201.86,NaN
201.54,NaN
200.9,76.644
200.59,NaN
199.96,76.557
199.65,76.608
199.34,76.679
199.03,NaN
198.39,76.543
198.08,76.653
197.77,76.643
197.46,NaN
197.14,76.621
196.83,76.613
196.52,NaN
196.2,NaN
195.56,76.682
195.25,76.58
194.94,76.647
194.63,76.66
194.32,NaN
194,76.565
193.69,76.593
193.38,NaN
193.05,76.625
192.74,76.587
192.43,NaN
192.1,NaN
191.78,NaN
191.15,76.685
190.83,NaN
190.51,76.61
190.2,76.64
189.88,76.639
189.57,76.586
189.26,NaN
188.93,76.566
188.62,76.641
188.31,NaN
187.98,76.657
187.67,NaN
187.34,76.601
187.03,76.6
186.71,NaN
186.39,76.598
186.07,76.599
185.76,NaN
185.43,76.658
185.12,NaN
184.8,76.59
184.48,76.604
184.17,76.628
183.85,76.64
183.54,76.603
183.22,76.549
182.91,NaN
182.58,76.607
182.26,NaN
181.61,76.553
181.29,76.576
180.98,NaN
180.65,76.65
180.33,76.58
180.02,76.587
179.7,NaN
179.37,76.661
179.06,76.651
178.74,76.588
178.42,NaN
178.1,76.611
177.78,NaN
177.45,76.607
177.13,76.622
176.82,NaN
176.18,NaN
175.85,76.632
175.54,NaN
174.88,76.589
174.56,76.581
174.24,76.662
173.93,76.591
173.61,NaN
173.28,76.656
172.96,76.629
172.64,NaN
172.32,76.641
172,76.692
171.68,76.593
171.36,NaN
171.03,76.553
170.71,NaN
170.38,76.611
170.06,76.623
169.75,76.599
169.43,NaN
169.1,76.589
168.78,76.535
168.46,76.525
168.14,NaN
167.81,76.547
167.49,76.589
167.17,76.596
166.85,NaN
166.19,76.605
165.87,76.65
165.55,76.596
165.23,76.661
164.91,NaN
164.58,76.579
164.26,76.619
163.94,76.579
163.62,76.594
163.3,NaN
162.97,76.614
162.65,76.534
162.33,NaN
162,76.498
161.68,NaN
161.02,76.631
160.7,76.609
160.38,NaN
160.05,76.556
159.73,NaN
159.39,NaN
159.06,76.587
158.74,76.51
158.42,NaN
158.09,76.587
157.77,76.557
157.44,76.55
157.12,NaN
156.79,76.661
156.47,76.573
156.15,76.583
155.83,76.597
155.5,76.632
155.18,76.548
154.86,NaN
154.53,NaN
154.19,76.599
153.87,NaN
153.53,76.559
153.21,76.564
152.89,NaN
152.56,NaN
152.22,76.629
151.9,76.527
151.58,76.562
151.26,NaN
150.92,76.592
150.6,NaN
150.26,76.577
149.94,76.571
149.62,76.622
149.3,76.612
148.97,NaN
148.64,76.627
148.31,76.594
147.99,76.575
147.67,NaN
147.33,76.583
147.01,76.557
146.69,76.575
146.36,NaN
146.03,NaN
145.69,76.676
145.37,76.565
145.05,NaN
144.39,76.592
144.06,76.591
143.74,NaN
143.06,NaN
142.73,76.616
142.4,76.662
142.08,NaN
141.74,76.688
141.42,76.538
141.09,NaN
140.76,NaN
140.42,76.594
140.1,76.486
139.77,76.546
139.45,76.566
139.13,NaN
138.79,76.598
138.46,76.618
138.14,NaN
137.8,NaN
137.46,76.65
137.14,76.626
136.81,NaN
136.47,76.559
136.15,NaN
135.81,76.534
135.49,NaN
135.15,76.602
134.82,76.641
134.5,76.614
134.17,76.53
133.85,NaN
133.51,76.611
133.18,76.5
132.86,76.591
132.53,76.594
132.21,NaN
131.87,76.559
131.54,76.584
131.22,76.524
130.89,76.617
130.56,76.585
130.24,76.55
129.91,NaN
129.57,76.584
129.25,NaN
128.91,76.582
128.58,76.631
128.25,NaN
127.92,76.623
127.59,76.577
127.26,NaN
126.92,76.596
126.6,76.592
126.27,76.57
125.94,76.541
125.62,76.571
125.29,NaN
124.95,NaN
124.61,76.587
124.28,76.566
123.96,NaN
123.61,76.585
123.29,NaN
122.95,76.598
122.62,76.579
122.29,NaN
121.96,76.524
121.63,76.582
121.3,NaN
120.96,76.635
120.63,NaN
120.29,76.56
119.97,NaN
119.62,NaN
119.28,76.575
118.96,76.573
118.63,NaN
118.29,76.576
117.96,76.558
117.63,76.517
117.3,76.58
116.98,NaN
116.64,76.566
116.31,76.565
115.98,NaN
115.64,76.627
115.31,NaN
114.97,76.535
114.64,76.541
114.32,76.631
113.99,NaN
113.65,76.594
113.32,76.524
112.99,NaN
112.65,76.537
112.32,76.498
111.99,76.551
111.66,NaN
111.32,NaN
110.98,76.553
110.65,76.522
110.32,76.528
109.99,76.591
109.66,76.601
109.33,76.605
109,NaN
108.67,NaN
108.32,76.591
107.99,76.56
107.66,76.584
107.34,76.537
107.01,NaN
106.66,NaN
106.32,76.58
105.99,NaN
105.65,NaN
105.31,76.575
104.98,76.599
104.65,76.587
104.32,NaN
103.98,NaN
103.64,NaN
103.29,76.54
102.96,76.588
102.63,NaN
102.29,NaN
101.95,76.561
101.62,76.543
101.29,76.536
100.96,76.587
100.63,NaN
100.29,76.614
99.956,76.575
99.627,76.615
99.297,76.612
98.967,76.582
98.638,NaN
98.298,NaN
97.954,76.585
97.624,NaN
96.951,NaN
96.607,NaN
95.92,76.593
95.59,76.574
95.26,76.548
94.93,76.52
94.6,76.523
94.269,NaN
93.585,NaN
92.925,NaN
92.581,76.591
92.251,76.549
91.92,NaN
91.576,76.569
91.246,76.592
90.916,76.562
90.585,76.483
90.255,76.597
89.924,NaN
89.58,NaN
89.236,76.556
88.906,76.555
88.575,NaN
88.231,76.611
87.9,76.576
87.57,NaN
86.884,76.625
86.554,NaN
85.865,NaN
85.52,76.699
85.19,76.558
84.859,76.587
84.528,NaN
84.184,76.595
83.853,76.604
83.522,NaN
83.181,76.574
82.851,NaN
82.506,NaN
82.162,76.562
81.831,76.591
81.5,NaN
81.155,NaN
80.811,76.569
80.48,76.585
80.149,NaN
79.804,76.591
79.473,NaN
79.132,76.646
78.801,76.619
78.47,NaN
78.125,NaN
77.436,76.583
77.105,NaN
76.76,76.552
76.429,76.598
76.098,76.641
75.767,76.618
75.435,76.628
75.104,76.565
74.773,76.569
74.442,NaN
73.756,76.577
73.425,76.572
73.094,76.586
72.762,76.565
72.431,76.536
72.1,NaN
71.424,NaN
71.079,76.66
70.748,76.647
70.417,76.564
70.086,NaN
69.741,76.667
69.409,76.609
69.078,76.559
68.747,NaN
68.402,76.593
68.071,NaN
67.726,76.619
67.395,76.633
67.064,NaN
66.719,76.589
66.387,NaN
65.715,76.627
65.384,76.539
65.052,NaN
64.707,76.593
64.376,76.596
64.045,76.653
63.714,NaN
63.369,NaN
62.693,76.613
62.362,76.539
62.03,76.619
61.699,76.542
61.368,NaN
61.023,76.627
60.691,76.613
60.36,76.546
60.029,76.542
59.698,NaN
59.353,76.611
59.022,76.594
58.69,NaN
58.349,76.523
58.018,NaN
57.673,NaN
57.328,76.635
56.997,76.545
56.666,NaN
56.321,76.615
55.99,76.536
55.659,76.514
55.328,76.552
54.997,NaN
54.652,76.52
54.321,NaN
53.659,76.485
53.328,NaN
52.983,NaN
52.642,76.647
52.311,NaN
51.966,76.554
51.635,76.595
51.304,76.554
50.973,NaN
50.629,76.593
50.298,NaN
49.953,NaN
49.608,76.629
49.277,NaN
48.932,76.623
48.602,76.636
48.271,76.612
47.94,NaN
47.595,NaN
47.254,NaN
46.909,76.588
46.578,76.659
46.247,NaN
45.902,76.678
45.571,76.654
45.24,76.61
44.909,NaN
44.22,76.606
