0,28
1,28
2,28
3,28
4,27
5,26
6,24
7,23
8,20
9,18
10,18
11,8
12,9
13,10
14,11
15,12
16,13
17,13
18,12
19,10.5
20,8
21,8
22,7
23,6
24,7
25,8
26,8
27,9
28,10
29,9
30,8
31,8
32,7
33,7
34,6
35,5
36,6
37,7
38,9
39,11
40,12
41,12
42,12
43,12
44,12
45,12
46,11
47,11
48,10
49,9
50,8
51,2
52,2
53,2
54,2
55,2
56,2
57,2
58,2
59,5
60,8
61,8
62,8
63,8
64,8
65,8
66,8
67,8
68,8
69,8
70,8
71,2
72,2
73,2
74,2
75,2
76,2
77,2
78,2
79,2
80,2
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
